Time,Subsystem #1|Branch Currents|MAINIA,Subsystem #1|Branch Currents|MAINIB,Subsystem #1|Branch Currents|MAINIC
0.02849886,0.103203356,0.004491564,-0.086132929
0.02866552,0.100751847,0.017232472,-0.095486619
0.02883218,0.097875349,0.029864917,-0.104394049
0.02899884,0.094597228,0.042330023,-0.112823024
0.0291655,0.090943821,0.054571047,-0.120746091
0.02933216,0.08694271,0.066534251,-0.128139824
0.02949882,0.082622483,0.078169093,-0.134984627
0.02966548,0.078012764,0.089428447,-0.14126502
0.02983214,0.073143139,0.100269035,-0.146968961
0.0299988,0.068042293,0.110651456,-0.152087048
0.03016546,0.062738031,0.120540403,-0.156612754
0.03033212,0.057256725,0.129904658,-0.160541758
0.03049878,0.051622711,0.138716877,-0.163871124
0.03066544,0.045858324,0.146953389,-0.166599259
0.0308321,0.039983928,0.154593781,-0.168725476
0.03099876,0.034017697,0.161620632,-0.170249268
0.03116542,0.027975779,0.168018892,-0.17117019
0.03133208,0.021872906,0.173776239,-0.171488538
0.03149874,0.015722096,0.178881675,-0.171203956
0.0316654,0.009534804,0.183325127,-0.170314878
0.03183206,0.003321717,0.187097848,-0.168819889
0.03199872,-0.002906764,0.190191627,-0.166717365
0.03216538,-0.009139971,0.192599118,-0.164006561
0.03233204,-0.015366668,0.194313526,-0.160687372
0.0324987,-0.021574514,0.195328265,-0.156760693
0.03266536,-0.027749624,0.195637286,-0.152229011
0.03283202,-0.033876356,0.195235118,-0.147097036
0.03299868,-0.039937135,0.194116667,-0.141371474
0.03316534,-0.045912296,0.192277879,-0.135061845
0.033332,-0.051779862,0.189716071,-0.128181145
0.03349866,-0.057515856,0.186430052,-0.120745793
0.03366532,-0.063094109,0.182420477,-0.112776056
0.03383198,-0.068486616,0.177690625,-0.104296535
0.03399864,-0.073663957,0.172246561,-0.09533605
0.0341653,-0.078595862,0.166098356,-0.085928209
0.03433196,-0.083251193,0.159259081,-0.076110423
0.03449862,-0.087598063,0.151744753,-0.065923996
0.03466528,-0.091605552,0.143576309,-0.055414181
0.03483194,-0.095243365,0.134778813,-0.04462976
0.0349986,-0.098483615,0.125382781,-0.033622801
0.03516526,-0.101300687,0.115423463,-0.022447852
0.03533192,-0.103671648,0.104940526,-0.011161434
0.03549858,-0.105577201,0.09397839,1.79E-04
0.03566524,-0.10700208,0.082585849,0.011514195
0.0358319,-0.107934818,0.070815183,0.02278688
0.03599856,-0.108368509,0.058721934,0.033939619
0.03616522,-0.108300924,0.046364639,0.044916838
0.03633188,-0.107734188,0.033803832,0.055664968
0.03649854,-0.106674813,0.02110148,0.066133164
0.0366652,-0.105133742,0.008320486,0.076273918
0.03683186,-0.103125788,-0.004476151,0.086043172
0.03699852,-0.100670673,-0.017225353,0.095401436
0.03716518,-0.097789571,-0.02986625,0.104312584
0.03733184,-0.094505981,-0.042339787,0.112744384
0.0374985,-0.090846375,-0.054589089,0.120669395
0.03766516,-0.086838566,-0.066560224,0.1280642
0.03783182,-0.082511231,-0.078202538,0.134909168
0.03799848,-0.077894114,-0.089468807,0.14118883
0.03816514,-0.073016882,-0.100315675,0.146891207
0.0383318,-0.067908309,-0.11070367,0.152006924
0.03849846,-0.062596358,-0.120597467,0.156529486
0.03866512,-0.057107471,-0.129965752,0.160454601
0.03883178,-0.051466048,-0.138781101,0.163779378
0.03899844,-0.045694552,-0.147019759,0.166502222
0.0391651,-0.03981344,-0.154661298,0.168622509
0.03933176,-0.033840984,-0.161688194,0.17013976
0.03949842,-0.027793407,-0.168085411,0.171053618
0.03966508,-0.02168555,-0.173840597,0.171364486
0.03983174,-0.015530452,-0.178942844,0.171072096
0.0399984,-0.009339777,-0.183382258,0.170175239
0.04016506,-0.003124252,-0.18715027,0.168672741
0.04033172,0.00310563,-0.190238804,0.166563258
0.04049838,0.009339143,-0.192640603,0.163846225
0.04066504,0.015565034,-0.194349051,0.160521567
0.0408317,0.021771008,-0.19535768,0.156590343
0.04099836,0.027943211,-0.195660457,0.1520551
0.04116502,0.034066085,-0.195251942,0.146920458
0.04133168,0.040122166,-0.194127291,0.141193196
0.04149834,0.046091795,-0.192282528,0.134882957
0.041665,0.05195317,-0.189714998,0.128002554
0.04183166,0.057682402,-0.1864236,0.120568536
0.04199832,0.063253388,-0.182409167,0.112601176
0.04216498,0.06863825,-0.177674949,0.104124911
0.04233164,0.073807649,-0.172227055,0.095168546
0.0424983,0.078731462,-0.166075617,0.085765585
0.04266496,0.083378688,-0.159233823,0.075953446
0.04283162,0.087717555,-0.151717708,0.065773383
0.04299828,0.091717362,-0.143548399,0.055270493
0.04316494,0.095348008,-0.134751052,0.044493485
0.0433316,0.098581627,-0.125356108,0.033494402
0.04349826,0.101392843,-0.115398914,0.022327645
0.04366492,0.10375876,-0.104919061,0.011049611
0.04383158,0.105660126,-0.093960896,-2.82E-04
0.04399824,0.107081726,-0.082573161,-0.011609293
0.0441649,0.108012214,-0.070807986,-0.02287394
0.04433156,0.108444683,-0.058720849,-0.034019087
0.04449822,0.108376928,-0.046370182,-0.04498921
0.04466488,0.107811131,-0.033816472,-0.055730879
0.04483154,0.106753811,-0.021121638,-0.066193387
0.0449982,0.105215974,-0.008348388,-0.076329313
0.04516486,0.103212319,0.004440322,-0.086094655
0.04533152,0.100762583,0.017181497,-0.095450014
0.04549818,0.097887784,0.029814441,-0.104359314
0.04566484,0.094611272,0.04228032,-0.112790272
0.0458315,0.09095934,0.054522336,-0.12071541
0.04599816,0.086959586,0.066486746,-0.128111333
0.04616482,0.082640596,0.078122959,-0.134958357
0.04633148,0.07803198,0.089383885,-0.141241014
0.04649814,0.073163338,0.100226201,-0.14694722
0.0466648,0.068063393,0.110610485,-0.152067661
0.04683146,0.062759936,0.120501414,-0.156595737
0.04699812,0.057279311,0.129867822,-0.160527155
0.04716478,0.051645916,0.138682291,-0.16385898
0.04733144,0.045882065,0.146921128,-0.166589528
0.0474981,0.040008087,0.154563993,-0.168718189
0.04766476,0.034042194,0.161593303,-0.170244381
0.04783142,0.028000541,0.167994127,-0.171167716
0.04799808,0.021897912,0.173754007,-0.171488449
0.04816474,0.015747273,0.17886208,-0.171206251
0.0483314,0.00956015,0.183308184,-0.170319617
0.04849806,0.003347188,0.187083602,-0.168827042
0.04866472,-0.002881232,0.190180123,-0.166727021
0.04883138,-0.009114443,0.192590386,-0.164018646
0.04899804,-0.015341175,0.194307581,-0.160701901
0.0491647,-0.021549156,0.195325181,-0.156777665
0.04933136,-0.027724456,0.195637077,-0.152248427
0.04949802,-0.033851419,0.195237711,-0.147118837
0.04966468,-0.039912507,0.194122151,-0.141395599
0.04983134,-0.045888036,0.192286253,-0.13508828
0.049998,-0.051756106,0.189727336,-0.128209859
0.05016466,-0.057492681,0.186444208,-0.120776668
0.05033132,-0.063071631,0.182437584,-0.112809062
0.05049798,-0.068464965,0.177710638,-0.104331575
0.05066464,-0.073643237,0.172269434,-0.095373012
0.0508313,-0.07857623,0.166124061,-0.085966863
0.05099796,-0.083232768,0.159287602,-0.076150656
0.05116462,-0.087580986,0.151775971,-0.065965608
0.05133128,-0.091589935,0.143610105,-0.055456977
0.05149794,-0.09522929,0.134815052,-0.044673543
0.0516646,-0.098471217,0.125421375,-0.033667333
0.05183126,-0.101290092,0.115464293,-0.022492947
0.05199792,-0.103662886,0.104983412,-0.011206897
0.05216458,-0.105570361,0.094023131,1.33E-04
0.05233124,-0.106997259,0.082632266,0.011468732
0.0524979,-0.107932016,0.070863061,0.022741757
0.05266456,-0.108367771,0.058771033,0.033895113
0.05283122,-0.108302251,0.046414696,0.044873133
0.05299788,-0.107737564,0.033854607,0.055622272
0.05316454,-0.106680177,0.021152744,0.066091731
0.0533312,-0.105141036,0.008371979,0.076233916
0.05349786,-0.10313496,-0.004424677,0.086004764
0.05366452,-0.100681655,-0.017174141,0.095364735
0.05383118,-0.097802237,-0.029815529,0.104277715
0.05399784,-0.094520248,-0.042289812,0.112711504
0.0541645,-0.09086217,-0.054540038,0.120638602
0.05433116,-0.086855724,-0.066512369,0.12803556
0.05449782,-0.082529657,-0.078156091,0.134882793
0.05466448,-0.077913702,-0.089423932,0.14116481
0.05483114,-0.073037505,-0.100272536,0.146869555
0.0549978,-0.067929849,-0.11066246,0.151987672
0.05516446,-0.062618732,-0.120558247,0.156512633
0.05533112,-0.057130527,-0.129928663,0.160440147
0.05549778,-0.051489703,-0.138746232,0.163767368
0.05566444,-0.045718722,-0.14698723,0.166492656
0.0558311,-0.039838068,-0.154631198,0.168615356
0.05599776,-0.033865955,-0.161660567,0.170135006
0.05616442,-0.027818674,-0.168060362,0.171051353
0.05633108,-0.02171105,-0.173818141,0.171364695
0.05649774,-0.015556164,-0.17892307,0.171074763
0.0566644,-0.009365618,-0.183365196,0.170180365
0.05683106,-0.003150197,-0.18713589,0.16868034
0.05699772,0.003079647,-0.190227121,0.166573301
0.05716438,0.009313193,-0.192631736,0.163858637
0.05733104,0.015539165,-0.194343001,0.160536438
0.0574977,0.021745238,-0.195354447,0.156607658
0.05766436,0.027917638,-0.195660114,0.152074799
0.05783102,0.034040753,-0.195254564,0.146942571
0.05799768,0.04009714,-0.194132865,0.141217709
0.05816434,0.046067193,-0.192291036,0.134909734
0.058331,0.051929131,-0.189726472,0.128031641
0.05849766,0.057658944,-0.186438024,0.120599821
0.05866432,0.063230656,-0.182426438,0.11263448
0.05883098,0.068616375,-0.177695155,0.104160175
0.05899764,0.07378675,-0.172250137,0.095205665
0.0591643,0.078711644,-0.166101515,0.085804351
0.05933096,0.083360076,-0.159262478,0.075993769
0.05949762,0.08770033,-0.151749089,0.065815046
0.05966428,0.091701582,-0.143582404,0.055313338
0.05983094,0.0953338,-0.1347875,0.044537365
0.0599976,0.09856917,-0.125394985,0.033539027
0.06016426,0.101382189,-0.115439989,0.022372793
0.06033092,0.103749946,-0.104962155,0.011095043
0.06049758,0.105653271,-0.094005853,-2.37E-04
0.06066424,0.107076891,-0.082619742,-0.011563945
0.0608309,0.10800942,-0.070855998,-0.022828976
0.06099756,0.108443923,-0.058770072,-0.033974718
0.06116422,0.108378217,-0.046420403,-0.04494565
0.06133088,0.107814454,-0.033867426,-0.055688336
0.06149754,0.106759146,-0.021173036,-0.066152066
0.0616642,0.105223231,-0.008400023,-0.076289423
0.06183086,0.103221461,0.004388691,-0.086056359
0.06199752,0.100773498,0.017130151,-0.095413424
0.06216418,0.097900413,0.029763654,-0.104324594
0.06233084,0.094625495,0.042230289,-0.112757534
0.0624975,0.090975009,0.05447327,-0.120684743
0.06266416,0.086976618,0.066438876,-0.128082842
0.06283082,0.082658887,0.078076519,-0.134932131
0.06299748,0.078051426,0.089339018,-0.141217053
0.06316414,0.073183797,0.100183062,-0.146925613
0.0633308,0.068084762,0.110569216,-0.152048439
0.06349746,0.062782079,0.120462157,-0.156578869
0.06366412,0.057302158,0.129830718,-0.160512641
0.06383078,0.051669333,0.138647482,-0.16384688
0.06399744,0.045905937,0.146888658,-0.166579858
0.0641641,0.040032368,0.154533923,-0.168710902
0.06433076,0.034066819,0.161565721,-0.170239508
0.06449742,0.028025465,0.167969108,-0.171165273
0.06466408,0.021923032,0.173731566,-0.171488404
0.06483074,0.015772587,0.178842247,-0.17120862
0.0649974,0.009585589,0.183291048,-0.170324415
0.06516406,0.003372706,0.187069178,-0.168834284
0.06533072,-0.002855714,0.190168396,-0.166736618
0.06549738,-0.00908896,0.192581445,-0.164030716
0.06566404,-0.015315793,0.194301471,-0.1607164
0.0658307,-0.021523871,0.195321888,-0.156794548
0.06599736,-0.027699333,0.195636615,-0.152267724
0.06616402,-0.033826578,0.1952402,-0.147140503
0.06633068,-0.039888017,0.1941275,-0.141419604
0.06649734,-0.045863926,0.192294508,-0.135114625
0.066664,-0.051732529,0.189738527,-0.128238395
0.06683066,-0.057469681,0.186458305,-0.120807357
0.06699732,-0.063049294,0.182454571,-0.11284183
0.06716398,-0.068443529,0.177730575,-0.104366325
0.06733064,-0.073622741,0.172292262,-0.095409594
0.0674973,-0.078556746,0.166149706,-0.086005166
0.06766396,-0.083214507,0.159316003,-0.076190516
0.06783062,-0.087564066,0.15180707,-0.066006854
0.06799728,-0.091574423,0.143643796,-0.055499434
0.06816394,-0.095215358,0.134851277,-0.044716977
0.0683306,-0.098458976,0.125459954,-0.033711512
0.06849726,-0.101279557,0.115505032,-0.022537718
0.06866392,-0.103654221,0.105026186,-0.011252011
0.06883058,-0.105563656,0.094067782,8.79E-05
0.06899724,-0.106992483,0.082678579,0.011423633
0.0691639,-0.107929245,0.070910819,0.022696994
0.06933056,-0.108367048,0.058820017,0.033850949
0.06949722,-0.10830354,0.04646467,0.044829749
0.06966388,-0.107740812,0.033905316,0.055579908
0.06983054,-0.106685422,0.021203944,0.066050589
0.0699972,-0.105148234,0.008423403,0.076194137
0.07016386,-0.103143998,-0.004373288,0.08596649
0.07033052,-0.100692481,-0.017123006,0.095328189
0.07049718,-0.097814746,-0.029764898,0.104243018
0.07066384,-0.094534375,-0.042239904,0.112678744
0.0708305,-0.090877794,-0.054491133,0.120607905
0.07099716,-0.086872719,-0.06646464,0.128007025
0.07116382,-0.082547888,-0.078109704,0.134856463
0.07133048,-0.077933036,-0.089379124,0.141140744
0.07149714,-0.073057838,-0.100229494,0.146847799
0.0716638,-0.067951076,-0.110621296,0.151968241
0.07183046,-0.062640704,-0.120519109,0.156495586
0.07199712,-0.057153203,-0.129891649,0.160425544
0.07216378,-0.051512934,-0.138711497,0.163755104
0.07233044,-0.04574246,-0.146954805,0.166482791
0.0724971,-0.039862223,-0.154601172,0.168607906
0.07266376,-0.033890441,-0.161633,0.170129955
0.07283042,-0.027843466,-0.168035328,0.171048716
0.07299708,-0.021736071,-0.173795715,0.171364412
0.07316374,-0.015581364,-0.178903267,0.171076909
0.0733304,-0.009390935,-0.183348045,0.17018494
0.07349706,-0.003175586,-0.187121466,0.168687314
0.07366372,0.003054204,-0.190215454,0.166582704
0.07383038,0.009287726,-0.192622811,0.163870499
0.07399704,0.015513761,-0.194336817,0.160550728
0.0741637,0.021719938,-0.195351049,0.156624347
0.07433036,0.027892476,-0.195659548,0.152093947
0.07449702,0.034015853,-0.195256829,0.146964103
0.07466368,0.040072534,-0.194138005,0.14124158
0.07483034,0.046042953,-0.192299083,0.134936005
0.074997,0.051905353,-0.189737424,0.128060147
0.07516366,0.057635758,-0.186451927,0.120630465
0.07533032,0.06320814,-0.182443336,0.112667233
0.07549698,0.068594664,-0.177714914,0.104194954
0.07566364,0.073765971,-0.172272742,0.095242307
0.0758303,0.078691915,-0.166126981,0.085842781
0.07599696,0.083341494,-0.159290731,0.076033771
0.07616362,0.087683037,-0.151780069,0.065856464
0.07633028,0.09168575,-0.143616006,0.055356022
0.07649694,0.095319502,-0.134823605,0.044581059
0.0766636,0.098556526,-0.12543343,0.033583492
0.07683026,0.101371288,-0.115480684,0.022417873
0.07699692,0.103740931,-0.105004892,0.011140481
0.07716358,0.105646201,-0.094050437,-1.91E-04
0.07733024,0.107071765,-0.08266601,-0.011518498
0.0774969,0.108006246,-0.070903741,-0.022783861
0.07766356,0.108442813,-0.058819074,-0.033930141
0.07783022,0.108379193,-0.046470381,-0.044901863
0.07799688,0.107817434,-0.033918172,-0.055645548
0.07816354,0.106764101,-0.02122434,-0.066110477
0.0783302,0.10523016,-0.008451587,-0.076249212
0.07849686,0.103230283,0.00433718,-0.086017698
0.07866352,0.100784101,0.017078927,-0.095376462
0.07883018,0.097912706,0.029712917,-0.104289435
0.07899684,0.094639413,0.04218027,-0.112724386
0.0791635,0.090990447,0.054424223,-0.120653674
0.07933016,0.086993463,0.066390991,-0.128053889
0.07949682,0.082677037,0.078029968,-0.134905428
0.07966348,0.078070708,0.089293979,-0.141192675
0.07983014,0.073204122,0.10013973,-0.146903604
0.0799968,0.068106011,0.110527799,-0.152028799
0.08016346,0.062804133,0.120422795,-0.156561643
0.08033012,0.057324905,0.12979348,-0.160497859
0.08049678,0.051692653,0.138612494,-0.163834542
0.08066344,0.045929801,0.146856025,-0.166569948
0.0808301,0.040056672,0.154503718,-0.168703407
0.08099676,0.034091476,0.161538035,-0.170234457
0.08116342,0.02805041,0.167943925,-0.17116265
0.08133008,0.021948252,0.17370896,-0.171488196
0.08149674,0.015797986,0.178822309,-0.171210855
0.0816634,0.009611133,0.183273792,-0.170329094
0.08183006,0.00339834,0.187054634,-0.168841437
0.08199672,-0.002830046,0.190156654,-0.166746259
0.08216338,-0.009063291,0.192572504,-0.164042786
0.08233004,-0.015290157,0.194295347,-0.160730943
0.0824967,-0.021498369,0.19531858,-0.156811535
0.08266336,-0.027674019,0.195636153,-0.152287096
0.08283002,-0.03380147,0.195242599,-0.147162274
0.08299668,-0.039863195,0.194132835,-0.141443774
0.08316334,-0.045839522,0.192302793,-0.135141075
0.08333,-0.051708594,0.189749718,-0.128267154
0.08349666,-0.057446353,0.186472446,-0.120838359
0.08366332,-0.063026726,0.182471678,-0.112874933
0.08382998,-0.068421729,0.177750588,-0.104401417
0.08399664,-0.073601909,0.172315121,-0.095446527
0.0841633,-0.078537039,0.166175425,-0.086043842
0.08432996,-0.083195992,0.159344509,-0.076230772
0.08449662,-0.087546848,0.151838258,-0.066048495
0.08466328,-0.091558672,0.143677622,-0.055542286
0.08482994,-0.095201217,0.134887621,-0.044760846
0.0849966,-0.098446459,0.125498638,-0.033756211
0.08516326,-0.101268873,0.115545988,-0.022582952
0.08532992,-0.103645407,0.105069205,-0.011297536
0.08549658,-0.105556756,0.094112664,4.23E-05
0.08566324,-0.106987603,0.082725108,0.011378142
0.0858299,-0.107926436,0.070958793,0.022651933
0.08599656,-0.108366244,0.058869213,0.033806458
0.08616322,-0.108304806,0.046514846,0.044786096
0.08632988,-0.10774418,0.033956226,0.055537276
0.08649654,-0.106690779,0.021255294,0.066009149
0.0866632,-0.105155505,0.008474966,0.07615412
0.08682986,-0.103153192,-0.004321729,0.085928105
0.08699652,-0.100703463,-0.017071756,0.095291555
0.08716318,-0.097827442,-0.029714199,0.104208231
0.08732984,-0.094548687,-0.042189974,0.112645991
0.0874965,-0.090893574,-0.054442175,0.120577268
0.08766316,-0.086889856,-0.066416867,0.127978563
0.08782982,-0.082566291,-0.078063361,0.134830251
0.08799648,-0.077952608,-0.089334391,0.141116887
0.08816314,-0.073078394,-0.100186467,0.146826252
0.0883298,-0.067972548,-0.110580154,0.151949093
0.08849646,-0.062662981,-0.120480038,0.156478897
0.08866312,-0.057176135,-0.129854783,0.160411194
0.08882978,-0.051536459,-0.138676882,0.163743198
0.08899644,-0.045766488,-0.146922573,0.166473344
0.0891631,-0.039886616,-0.154571384,0.168600872
0.08932976,-0.033915158,-0.161605731,0.170125306
0.08949642,-0.027868448,-0.168010622,0.171046481
0.08966308,-0.021761239,-0.173773587,0.171364635
0.08982974,-0.015606663,-0.178883776,0.171079531
0.0899964,-0.009416358,-0.183331251,0.170189977
0.09016306,-0.003201118,-0.187107399,0.168694779
0.09032972,0.003028671,-0.190204144,0.166592598
